T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641512159.636115680s,1641512159.637469436s,1641512159.637969785s,1641512159.636862676s,0.001354s,-0.001107s,0.000123s,0.001230s
1641512159.637264196s,1641512159.638613877s,1641512159.638901812s,1641512159.637789364s,0.001350s,-0.001112s,0.000119s,0.001231s
1641512159.638308803s,1641512159.639662448s,1641512159.639939566s,1641512159.638766834s,0.001354s,-0.001173s,0.000090s,0.001263s
1641512159.639224449s,1641512159.640578059s,1641512159.640813417s,1641512159.639625552s,0.001354s,-0.001188s,0.000083s,0.001271s
1641512159.640050562s,1641512159.641403430s,1641512159.641710533s,1641512159.640528958s,0.001353s,-0.001182s,0.000086s,0.001267s
1641512159.640808600s,1641512159.642154882s,1641512159.642358849s,1641512159.641277256s,0.001346s,-0.001081s,0.000132s,0.001214s
1641512159.641507783s,1641512159.642859614s,1641512159.643050141s,1641512159.641893833s,0.001352s,-0.001156s,0.000098s,0.001254s
1641512159.642121703s,1641512159.643474811s,1641512159.643664378s,1641512159.642508691s,0.001353s,-0.001156s,0.000099s,0.001254s
1641512159.642868803s,1641512159.644144727s,1641512159.644467189s,1641512159.643338502s,0.001276s,-0.001129s,0.000074s,0.001202s
1641512159.643661582s,1641512159.645008242s,1641512159.645208945s,1641512159.644051695s,0.001347s,-0.001157s,0.000095s,0.001252s
1641512159.644321805s,1641512159.645674767s,1641512159.645919566s,1641512159.644810463s,0.001353s,-0.001109s,0.000122s,0.001231s
1641512159.645110053s,1641512159.646462955s,1641512159.646762121s,1641512159.645664388s,0.001353s,-0.001098s,0.000128s,0.001225s
1641512159.646067783s,1641512159.647420965s,1641512159.647699748s,1641512159.646507689s,0.001353s,-0.001192s,0.000080s,0.001273s
1641512159.646950355s,1641512159.648306720s,1641512159.648543039s,1641512159.647405210s,0.001356s,-0.001138s,0.000109s,0.001247s
1641512159.647695997s,1641512159.649048540s,1641512159.649256091s,1641512159.648147831s,0.001353s,-0.001108s,0.000122s,0.001230s
1641512159.648426483s,1641512159.649705049s,1641512159.650006007s,1641512159.648891389s,0.001278s,-0.001115s,0.000082s,0.001197s
1641512159.649087123s,1641512159.650389237s,1641512159.650708947s,1641512159.649521456s,0.001302s,-0.001188s,0.000057s,0.001245s
1641512159.649793494s,1641512159.651066257s,1641512159.651381680s,1641512159.650254962s,0.001273s,-0.001127s,0.000073s,0.001200s
1641512159.650450644s,1641512159.651752334s,1641512159.652069836s,1641512159.650893883s,0.001302s,-0.001176s,0.000063s,0.001239s
1641512159.651162119s,1641512159.652516233s,1641512159.652771944s,1641512159.651589264s,0.001354s,-0.001183s,0.000086s,0.001268s
1641512159.651870989s,1641512159.653222246s,1641512159.653442916s,1641512159.652329906s,0.001351s,-0.001113s,0.000119s,0.001232s
1641512159.652606787s,1641512159.653880770s,1641512159.654191360s,1641512159.653078517s,0.001274s,-0.001113s,0.000081s,0.001193s
1641512159.653340710s,1641512159.654688190s,1641512159.654873916s,1641512159.653724365s,0.001347s,-0.001149s,0.000099s,0.001248s
1641512159.653944630s,1641512159.655296794s,1641512159.655515929s,1641512159.654327504s,0.001352s,-0.001189s,0.000082s,0.001270s
1641512159.654599802s,1641512159.655912599s,1641512159.656178997s,1641512159.655047416s,0.001313s,-0.001132s,0.000091s,0.001222s
1641512159.655316693s,1641512159.656589907s,1641512159.656899409s,1641512159.655778266s,0.001273s,-0.001121s,0.000076s,0.001197s
1641512159.656054523s,1641512159.657406319s,1641512159.657603662s,1641512159.656473386s,0.001352s,-0.001130s,0.000111s,0.001241s
1641512159.656866520s,1641512159.658218634s,1641512159.658435369s,1641512159.657317364s,0.001352s,-0.001118s,0.000117s,0.001235s
1641512159.657603673s,1641512159.658955654s,1641512159.659231685s,1641512159.658062381s,0.001352s,-0.001169s,0.000091s,0.001261s
1641512159.658310564s,1641512159.659585699s,1641512159.659860321s,1641512159.658742970s,0.001275s,-0.001117s,0.000079s,0.001196s
1641512159.659040060s,1641512159.660391422s,1641512159.660574621s,1641512159.659429600s,0.001351s,-0.001145s,0.000103s,0.001248s
1641512159.659708096s,1641512159.661060635s,1641512159.661289049s,1641512159.660097063s,0.001353s,-0.001192s,0.000080s,0.001272s
1641512159.660445561s,1641512159.661793719s,1641512159.662057653s,1641512159.660891821s,0.001348s,-0.001166s,0.000091s,0.001257s
1641512159.661158025s,1641512159.662512147s,1641512159.662744721s,1641512159.661614963s,0.001354s,-0.001130s,0.000112s,0.001242s
1641512159.661861947s,1641512159.663214063s,1641512159.663394734s,1641512159.662236904s,0.001352s,-0.001158s,0.000097s,0.001255s
1641512159.662473941s,1641512159.663828363s,1641512159.664033290s,1641512159.662858220s,0.001354s,-0.001175s,0.000090s,0.001265s
1641512159.663133904s,1641512159.664494696s,1641512159.664744934s,1641512159.663581154s,0.001361s,-0.001164s,0.000099s,0.001262s
1641512159.664174553s,1641512159.665535138s,1641512159.665774561s,1641512159.664651803s,0.001361s,-0.001123s,0.000119s,0.001242s
1641512159.664945091s,1641512159.666215038s,1641512159.666522301s,1641512159.665388070s,0.001270s,-0.001134s,0.000068s,0.001202s
1641512159.665664639s,1641512159.666945210s,1641512159.667260249s,1641512159.666128608s,0.001281s,-0.001132s,0.000075s,0.001206s
1641512159.666594816s,1641512159.667888085s,1641512159.668214899s,1641512159.667080140s,0.001293s,-0.001135s,0.000079s,0.001214s
1641512159.667497702s,1641512159.668852912s,1641512159.669142286s,1641512159.668043652s,0.001355s,-0.001099s,0.000128s,0.001227s
1641512159.668495850s,1641512159.669859050s,1641512159.670107689s,1641512159.668969767s,0.001363s,-0.001138s,0.000113s,0.001250s
1641512159.669252325s,1641512159.670611942s,1641512159.670849509s,1641512159.669690773s,0.001359s,-0.001159s,0.000100s,0.001259s
1641512159.669894215s,1641512159.671190819s,1641512159.671463362s,1641512159.670310735s,0.001297s,-0.001153s,0.000072s,0.001225s
1641512159.670592669s,1641512159.671952095s,1641512159.672160638s,1641512159.670977782s,0.001359s,-0.001183s,0.000088s,0.001271s
1641512159.671342842s,1641512159.672625723s,1641512159.672949626s,1641512159.671814728s,0.001283s,-0.001135s,0.000074s,0.001209s
1641512159.672297760s,1641512159.673651702s,1641512159.673899028s,1641512159.672774906s,0.001354s,-0.001124s,0.000115s,0.001239s
1641512159.673046579s,1641512159.674400178s,1641512159.674630416s,1641512159.673522423s,0.001354s,-0.001108s,0.000123s,0.001231s
1641512159.673810920s,1641512159.675169069s,1641512159.675418636s,1641512159.674291660s,0.001358s,-0.001127s,0.000116s,0.001243s
1641512159.674547186s,1641512159.675909161s,1641512159.676107400s,1641512159.674916570s,0.001362s,-0.001191s,0.000085s,0.001276s
1641512159.675151627s,1641512159.676506758s,1641512159.676768549s,1641512159.675635232s,0.001355s,-0.001133s,0.000111s,0.001244s
1641512159.675920291s,1641512159.677192770s,1641512159.677467073s,1641512159.676343373s,0.001272s,-0.001124s,0.000074s,0.001198s
1641512159.676643901s,1641512159.677997534s,1641512159.678190397s,1641512159.677050213s,0.001354s,-0.001140s,0.000107s,0.001247s
1641512159.677325427s,1641512159.678604507s,1641512159.678880185s,1641512159.677748145s,0.001279s,-0.001132s,0.000074s,0.001206s
1641512159.678022318s,1641512159.679300759s,1641512159.679569557s,1641512159.678411650s,0.001278s,-0.001158s,0.000060s,0.001218s
1641512159.678715459s,1641512159.680040851s,1641512159.680297681s,1641512159.679136146s,0.001325s,-0.001162s,0.000082s,0.001243s
1641512159.679440892s,1641512159.680793071s,1641512159.681020877s,1641512159.679846214s,0.001352s,-0.001175s,0.000089s,0.001263s
1641512159.680071688s,1641512159.681346508s,1641512159.681622442s,1641512159.680472583s,0.001275s,-0.001150s,0.000062s,0.001212s
1641512159.680678733s,1641512159.681974344s,1641512159.682266087s,1641512159.681093899s,0.001296s,-0.001172s,0.000062s,0.001234s
1641512159.681320467s,1641512159.682597957s,1641512159.682891267s,1641512159.681720580s,0.001277s,-0.001171s,0.000053s,0.001224s
1641512159.681948815s,1641512159.683224417s,1641512159.683492992s,1641512159.682340490s,0.001276s,-0.001153s,0.000062s,0.001214s
1641512159.682562839s,1641512159.683839838s,1641512159.684112188s,1641512159.682955088s,0.001277s,-0.001157s,0.000060s,0.001217s
1641512159.683178270s,1641512159.684454491s,1641512159.684784697s,1641512159.683663802s,0.001276s,-0.001121s,0.000078s,0.001199s
1641512159.683888130s,1641512159.685163671s,1641512159.685441621s,1641512159.684284181s,0.001276s,-0.001158s,0.000059s,0.001217s
1641512159.684505540s,1641512159.685787091s,1641512159.686078706s,1641512159.684907737s,0.001282s,-0.001171s,0.000055s,0.001226s
1641512159.685120606s,1641512159.686403600s,1641512159.686720494s,1641512159.685621503s,0.001283s,-0.001099s,0.000092s,0.001191s
1641512159.685844946s,1641512159.687195052s,1641512159.687448522s,1641512159.686338394s,0.001350s,-0.001110s,0.000120s,0.001230s
1641512159.686559858s,1641512159.687836456s,1641512159.688108775s,1641512159.686960596s,0.001276s,-0.001148s,0.000064s,0.001212s
1641512159.687185549s,1641512159.688460229s,1641512159.688788867s,1641512159.687673894s,0.001275s,-0.001115s,0.000080s,0.001195s
1641512159.687893899s,1641512159.689174657s,1641512159.689468127s,1641512159.688312033s,0.001281s,-0.001156s,0.000062s,0.001218s
1641512159.688557664s,1641512159.689908061s,1641512159.690131548s,1641512159.688959496s,0.001350s,-0.001172s,0.000089s,0.001261s
1641512159.689280077s,1641512159.690570329s,1641512159.690877751s,1641512159.689763942s,0.001290s,-0.001114s,0.000088s,0.001202s
1641512159.690005249s,1641512159.691357141s,1641512159.691576020s,1641512159.690403488s,0.001352s,-0.001173s,0.000090s,0.001262s
1641512159.690644170s,1641512159.691995089s,1641512159.692285936s,1641512159.691144182s,0.001351s,-0.001142s,0.000105s,0.001246s
1641512159.691389292s,1641512159.692735181s,1641512159.692909580s,1641512159.691773467s,0.001346s,-0.001136s,0.000105s,0.001241s
1641512159.692024827s,1641512159.693385002s,1641512159.693545481s,1641512159.692448639s,0.001360s,-0.001097s,0.000132s,0.001229s
1641512159.692693592s,1641512159.694044710s,1641512159.694206277s,1641512159.693060892s,0.001351s,-0.001145s,0.000103s,0.001248s
1641512159.693315482s,1641512159.694684323s,1641512159.694905985s,1641512159.693722522s,0.001369s,-0.001184s,0.000093s,0.001276s
1641512159.693988935s,1641512159.695333727s,1641512159.695558430s,1641512159.694370141s,0.001345s,-0.001189s,0.000078s,0.001267s
1641512159.694620303s,1641512159.695972124s,1641512159.696203226s,1641512159.695035573s,0.001352s,-0.001168s,0.000092s,0.001260s
1641512159.695270579s,1641512159.696622200s,1641512159.696928406s,1641512159.695767257s,0.001352s,-0.001161s,0.000095s,0.001256s
1641512159.696006168s,1641512159.697357652s,1641512159.697584403s,1641512159.696403625s,0.001352s,-0.001181s,0.000085s,0.001266s
1641512159.696672382s,1641512159.698027088s,1641512159.698266735s,1641512159.697144580s,0.001355s,-0.001122s,0.000116s,0.001238s
1641512159.697390106s,1641512159.698743372s,1641512159.698967115s,1641512159.697786990s,0.001353s,-0.001180s,0.000087s,0.001267s
1641512159.698030746s,1641512159.699378313s,1641512159.699538696s,1641512159.698410286s,0.001348s,-0.001128s,0.000110s,0.001238s
1641512159.698661438s,1641512159.700014277s,1641512159.700209604s,1641512159.699022696s,0.001353s,-0.001187s,0.000083s,0.001270s
1641512159.699272233s,1641512159.700625826s,1641512159.700809665s,1641512159.699638648s,0.001354s,-0.001171s,0.000091s,0.001262s
1641512159.699891205s,1641512159.701207647s,1641512159.701471453s,1641512159.700341684s,0.001317s,-0.001130s,0.000093s,0.001223s
1641512159.700590232s,1641512159.701930491s,1641512159.702141434s,1641512159.700952532s,0.001340s,-0.001189s,0.000076s,0.001265s
1641512159.701203996s,1641512159.702577367s,1641512159.702825302s,1641512159.701707653s,0.001373s,-0.001118s,0.000128s,0.001245s
1641512159.701954586s,1641512159.703305267s,1641512159.703495378s,1641512159.702315896s,0.001351s,-0.001179s,0.000086s,0.001265s
1641512159.702566111s,1641512159.703914224s,1641512159.704097295s,1641512159.702927473s,0.001348s,-0.001170s,0.000089s,0.001259s
1641512159.703267793s,1641512159.704626828s,1641512159.704863371s,1641512159.703728846s,0.001359s,-0.001134s,0.000112s,0.001247s
1641512159.704069687s,1641512159.705414472s,1641512159.705607975s,1641512159.704433028s,0.001345s,-0.001175s,0.000085s,0.001260s
1641512159.704689024s,1641512159.706038244s,1641512159.706259427s,1641512159.705152993s,0.001349s,-0.001107s,0.000121s,0.001228s
1641512159.705407165s,1641512159.706787264s,1641512159.707142078s,1641512159.706008794s,0.001380s,-0.001133s,0.000124s,0.001257s
1641512159.706268956s,1641512159.707622652s,1641512159.707818235s,1641512159.706716622s,0.001354s,-0.001102s,0.000126s,0.001228s
1641512159.706966368s,1641512159.708318456s,1641512159.708508983s,1641512159.707334814s,0.001352s,-0.001174s,0.000089s,0.001263s
1641512159.707586903s,1641512159.708952084s,1641512159.709216083s,1641512159.708101290s,0.001365s,-0.001115s,0.000125s,0.001240s
1641512159.708346295s,1641512159.709693328s,1641512159.709888655s,1641512159.708700574s,0.001347s,-0.001188s,0.000080s,0.001268s
1641512159.708980164s,1641512159.710328589s,1641512159.710552300s,1641512159.709359027s,0.001348s,-0.001193s,0.000078s,0.001271s
1641512159.709736223s,1641512159.711089993s,1641512159.711419175s,1641512159.710249464s,0.001354s,-0.001170s,0.000092s,0.001262s
1641512159.710548117s,1641512159.711910244s,1641512159.712148963s,1641512159.711024950s,0.001362s,-0.001124s,0.000119s,0.001243s
1641512159.711320270s,1641512159.712608096s,1641512159.713117054s,1641512159.712006327s,0.001288s,-0.001111s,0.000089s,0.001199s
1641512159.712297844s,1641512159.713648443s,1641512159.713881786s,1641512159.712748480s,0.001351s,-0.001133s,0.000109s,0.001242s
1641512159.713369952s,1641512159.714718869s,1641512159.715114675s,1641512159.713962674s,0.001349s,-0.001152s,0.000098s,0.001251s
1641512159.714592220s,1641512159.715939630s,1641512159.716309484s,1641512159.715160879s,0.001347s,-0.001149s,0.000099s,0.001248s
1641512159.715770997s,1641512159.717118632s,1641512159.717484102s,1641512159.716365594s,0.001348s,-0.001118s,0.000115s,0.001233s
1641512159.717029776s,1641512159.718396321s,1641512159.718680031s,1641512159.717581351s,0.001367s,-0.001099s,0.000134s,0.001233s
1641512159.718201521s,1641512159.719567546s,1641512159.719953048s,1641512159.718758982s,0.001366s,-0.001194s,0.000086s,0.001280s
1641512159.719041124s,1641512159.720384630s,1641512159.720531733s,1641512159.719379517s,0.001343s,-0.001152s,0.000096s,0.001248s
1641512159.719857184s,1641512159.721196977s,1641512159.721478736s,1641512159.720341102s,0.001340s,-0.001137s,0.000101s,0.001239s
1641512159.720844447s,1641512159.722188972s,1641512159.722336267s,1641512159.721184454s,0.001344s,-0.001152s,0.000096s,0.001248s
1641512159.721451075s,1641512159.722796361s,1641512159.722942792s,1641512159.721823740s,0.001345s,-0.001119s,0.000113s,0.001232s
1641512159.722150779s,1641512159.723489797s,1641512159.723744356s,1641512159.722607352s,0.001339s,-0.001137s,0.000101s,0.001238s
1641512159.723112363s,1641512159.724455808s,1641512159.724593823s,1641512159.723483518s,0.001343s,-0.001110s,0.000117s,0.001227s
1641512159.723787535s,1641512159.725130780s,1641512159.725278875s,1641512159.724134314s,0.001343s,-0.001145s,0.000099s,0.001244s
1641512159.724464217s,1641512159.725807160s,1641512159.725945367s,1641512159.724809121s,0.001343s,-0.001136s,0.000103s,0.001240s
1641512159.725236058s,1641512159.726591188s,1641512159.726732595s,1641512159.725615702s,0.001355s,-0.001117s,0.000119s,0.001236s
1641512159.725911959s,1641512159.727176977s,1641512159.727520591s,1641512159.726381761s,0.001265s,-0.001139s,0.000063s,0.001202s
1641512159.726737186s,1641512159.728088268s,1641512159.728316778s,1641512159.727145633s,0.001351s,-0.001171s,0.000090s,0.001261s
1641512159.727549496s,1641512159.728904807s,1641512159.729140774s,1641512159.728012111s,0.001355s,-0.001129s,0.000113s,0.001242s
1641512159.728400714s,1641512159.729750243s,1641512159.729989921s,1641512159.728795775s,0.001349s,-0.001194s,0.000078s,0.001272s
1641512159.729137137s,1641512159.730479583s,1641512159.730709629s,1641512159.729524854s,0.001342s,-0.001185s,0.000079s,0.001263s
1641512159.729829861s,1641512159.731175163s,1641512159.731368762s,1641512159.730170754s,0.001345s,-0.001198s,0.000074s,0.001272s
1641512159.730469615s,1641512159.731735896s,1641512159.732023734s,1641512159.730903531s,0.001266s,-0.001120s,0.000073s,0.001193s
1641512159.731216455s,1641512159.732558579s,1641512159.732785682s,1641512159.731646882s,0.001342s,-0.001139s,0.000102s,0.001240s
1641512159.731950743s,1641512159.733296655s,1641512159.733506478s,1641512159.732400285s,0.001346s,-0.001106s,0.000120s,0.001226s
1641512159.732677583s,1641512159.733961868s,1641512159.734262954s,1641512159.733157698s,0.001284s,-0.001105s,0.000089s,0.001195s
1641512159.733505518s,1641512159.734866663s,1641512159.735088709s,1641512159.733895006s,0.001361s,-0.001194s,0.000084s,0.001277s
1641512159.734254546s,1641512159.735600867s,1641512159.735825761s,1641512159.734700285s,0.001346s,-0.001126s,0.000110s,0.001236s
1641512159.735052950s,1641512159.736403294s,1641512159.736591677s,1641512159.735439261s,0.001350s,-0.001152s,0.000099s,0.001251s
1641512159.735786456s,1641512159.737131802s,1641512159.737439065s,1641512159.736284124s,0.001345s,-0.001155s,0.000095s,0.001250s
1641512159.736600641s,1641512159.737959478s,1641512159.738270516s,1641512159.737174457s,0.001359s,-0.001096s,0.000131s,0.001227s
1641512159.737636759s,1641512159.738986736s,1641512159.739193231s,1641512159.738004476s,0.001350s,-0.001189s,0.000081s,0.001269s
1641512159.738324691s,1641512159.739614317s,1641512159.739974379s,1641512159.738820744s,0.001290s,-0.001153s,0.000068s,0.001222s
