T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641515165.529830021s,1641515165.540776320s,1641515165.540919424s,1641515165.530191384s,0.010946s,-0.010728s,0.000109s,0.010837s
1641515165.530441650s,1641515165.541390782s,1641515165.541532221s,1641515165.530778273s,0.010949s,-0.010754s,0.000098s,0.010852s
1641515165.531027081s,1641515165.541975771s,1641515165.542116379s,1641515165.531363078s,0.010949s,-0.010753s,0.000098s,0.010851s
1641515165.531565635s,1641515165.542447833s,1641515165.542637465s,1641515165.531898403s,0.010882s,-0.010739s,0.000072s,0.010810s
1641515165.532130700s,1641515165.543088663s,1641515165.543231030s,1641515165.532447010s,0.010958s,-0.010784s,0.000087s,0.010871s
1641515165.532699620s,1641515165.543649332s,1641515165.543789492s,1641515165.533081764s,0.010950s,-0.010708s,0.000121s,0.010829s
1641515165.533357135s,1641515165.544231314s,1641515165.544430065s,1641515165.533691414s,0.010874s,-0.010739s,0.000068s,0.010806s
1641515165.533975171s,1641515165.544920335s,1641515165.545062927s,1641515165.534338148s,0.010945s,-0.010725s,0.000110s,0.010835s
1641515165.534580706s,1641515165.545530093s,1641515165.545671820s,1641515165.534908474s,0.010949s,-0.010763s,0.000093s,0.010856s
1641515165.535268117s,1641515165.546216202s,1641515165.546410441s,1641515165.535643960s,0.010948s,-0.010766s,0.000091s,0.010857s
1641515165.535945737s,1641515165.546894855s,1641515165.547037062s,1641515165.536263922s,0.010949s,-0.010773s,0.000088s,0.010861s
1641515165.536558304s,1641515165.547441733s,1641515165.547663556s,1641515165.536885291s,0.010883s,-0.010778s,0.000053s,0.010831s
1641515165.537188840s,1641515165.548072706s,1641515165.548351329s,1641515165.537622964s,0.010884s,-0.010728s,0.000078s,0.010806s
1641515165.537893283s,1641515165.548757951s,1641515165.549061758s,1641515165.538357409s,0.010865s,-0.010704s,0.000080s,0.010785s
1641515165.538589758s,1641515165.549465564s,1641515165.549666363s,1641515165.538901275s,0.010876s,-0.010765s,0.000055s,0.010821s
1641515165.539130448s,1641515165.550085562s,1641515165.550226841s,1641515165.539522280s,0.010955s,-0.010705s,0.000125s,0.010830s
1641515165.539733587s,1641515165.550655671s,1641515165.550796919s,1641515165.540046198s,0.010922s,-0.010751s,0.000086s,0.010836s
1641515165.540260943s,1641515165.551142197s,1641515165.551376596s,1641515165.540677723s,0.010881s,-0.010699s,0.000091s,0.010790s
1641515165.540901687s,1641515165.551857426s,1641515165.552002130s,1641515165.541223778s,0.010956s,-0.010778s,0.000089s,0.010867s
1641515165.541452533s,1641515165.552443856s,1641515165.553007949s,1641515165.542246354s,0.010991s,-0.010761s,0.000115s,0.010876s
1641515165.542570893s,1641515165.553538827s,1641515165.553715338s,1641515165.542962673s,0.010968s,-0.010752s,0.000108s,0.010860s
1641515165.543254346s,1641515165.554198600s,1641515165.554396488s,1641515165.543606594s,0.010944s,-0.010790s,0.000077s,0.010867s
1641515165.543890403s,1641515165.554777190s,1641515165.555050277s,1641515165.544332549s,0.010887s,-0.010718s,0.000084s,0.010802s
1641515165.544634326s,1641515165.555584899s,1641515165.555727842s,1641515165.544989491s,0.010951s,-0.010738s,0.000106s,0.010844s
1641515165.545286633s,1641515165.556240768s,1641515165.556386303s,1641515165.545622266s,0.010954s,-0.010764s,0.000095s,0.010859s
1641515165.545892064s,1641515165.556763902s,1641515165.557047836s,1641515165.546288844s,0.010872s,-0.010759s,0.000056s,0.010816s
1641515165.546636144s,1641515165.557599866s,1641515165.557808761s,1641515165.547035060s,0.010964s,-0.010774s,0.000095s,0.010869s
1641515165.547249648s,1641515165.558174168s,1641515165.558486038s,1641515165.547773879s,0.010925s,-0.010712s,0.000106s,0.010818s
1641515165.548046542s,1641515165.559009268s,1641515165.559229267s,1641515165.548505094s,0.010963s,-0.010724s,0.000119s,0.010844s
1641515165.548792236s,1641515165.559785489s,1641515165.560001936s,1641515165.549323082s,0.010993s,-0.010679s,0.000157s,0.010836s
1641515165.549590067s,1641515165.560596046s,1641515165.560798701s,1641515165.550131643s,0.011006s,-0.010667s,0.000169s,0.010836s
1641515165.550437900s,1641515165.561462538s,1641515165.561667817s,1641515165.550949318s,0.011025s,-0.010719s,0.000153s,0.010872s
1641515165.551236929s,1641515165.562185767s,1641515165.562513414s,1641515165.551786942s,0.010949s,-0.010726s,0.000111s,0.010838s
1641515165.552071376s,1641515165.563084259s,1641515165.563276354s,1641515165.552614253s,0.011013s,-0.010662s,0.000175s,0.010838s
1641515165.552904937s,1641515165.563848992s,1641515165.564125759s,1641515165.553435053s,0.010944s,-0.010691s,0.000127s,0.010817s
1641515165.553704851s,1641515165.564597053s,1641515165.564864604s,1641515165.554158299s,0.010892s,-0.010706s,0.000093s,0.010799s
1641515165.554467369s,1641515165.565417114s,1641515165.565560345s,1641515165.554797221s,0.010950s,-0.010763s,0.000093s,0.010856s
1641515165.555097384s,1641515165.566047959s,1641515165.566190838s,1641515165.555438225s,0.010951s,-0.010752s,0.000099s,0.010852s
1641515165.555676252s,1641515165.566549269s,1641515165.566735476s,1641515165.555946310s,0.010873s,-0.010789s,0.000042s,0.010831s
1641515165.556219077s,1641515165.567169010s,1641515165.567309810s,1641515165.556609294s,0.010950s,-0.010700s,0.000125s,0.010825s
1641515165.556909718s,1641515165.567860303s,1641515165.568002991s,1641515165.557242590s,0.010951s,-0.010760s,0.000095s,0.010855s
1641515165.557533118s,1641515165.568478093s,1641515165.568618220s,1641515165.557882918s,0.010945s,-0.010735s,0.000105s,0.010840s
1641515165.558166102s,1641515165.569110922s,1641515165.569252522s,1641515165.558528819s,0.010945s,-0.010724s,0.000111s,0.010834s
1641515165.558819919s,1641515165.569764935s,1641515165.569905383s,1641515165.559173000s,0.010945s,-0.010732s,0.000106s,0.010839s
1641515165.559457017s,1641515165.570406821s,1641515165.570555364s,1641515165.559808692s,0.010950s,-0.010747s,0.000102s,0.010848s
1641515165.560099793s,1641515165.571044290s,1641515165.571186273s,1641515165.560439176s,0.010944s,-0.010747s,0.000099s,0.010846s
1641515165.560660535s,1641515165.571540352s,1641515165.571809311s,1641515165.561077732s,0.010880s,-0.010731s,0.000074s,0.010806s
1641515165.561282268s,1641515165.572165661s,1641515165.572431964s,1641515165.561713216s,0.010884s,-0.010719s,0.000082s,0.010801s
1641515165.561995723s,1641515165.572946906s,1641515165.573161273s,1641515165.562466411s,0.010951s,-0.010695s,0.000128s,0.010823s
1641515165.562752199s,1641515165.573701431s,1641515165.573842582s,1641515165.563088665s,0.010949s,-0.010754s,0.000098s,0.010852s
1641515165.563375338s,1641515165.574324500s,1641515165.574477812s,1641515165.563735295s,0.010949s,-0.010743s,0.000103s,0.010846s
1641515165.563971498s,1641515165.574920594s,1641515165.575061777s,1641515165.564358278s,0.010949s,-0.010704s,0.000123s,0.010826s
1641515165.564572189s,1641515165.575445008s,1641515165.575744686s,1641515165.565002199s,0.010873s,-0.010742s,0.000065s,0.010808s
1641515165.565229496s,1641515165.576179053s,1641515165.576319820s,1641515165.565540754s,0.010950s,-0.010779s,0.000085s,0.010864s
1641515165.565763467s,1641515165.576635563s,1641515165.576816682s,1641515165.566034776s,0.010872s,-0.010782s,0.000045s,0.010827s
1641515165.566309313s,1641515165.577258536s,1641515165.577400263s,1641515165.566663332s,0.010949s,-0.010737s,0.000106s,0.010843s
1641515165.566933286s,1641515165.577797414s,1641515165.578102885s,1641515165.567312514s,0.010864s,-0.010790s,0.000037s,0.010827s
1641515165.567599916s,1641515165.578548995s,1641515165.578690018s,1641515165.567930445s,0.010949s,-0.010760s,0.000095s,0.010854s
1641515165.568163055s,1641515165.579116320s,1641515165.579256960s,1641515165.568474676s,0.010953s,-0.010782s,0.000085s,0.010868s
1641515165.568811507s,1641515165.579757086s,1641515165.579903581s,1641515165.569143650s,0.010946s,-0.010760s,0.000093s,0.010853s
1641515165.569492044s,1641515165.580447931s,1641515165.580592538s,1641515165.569881584s,0.010956s,-0.010711s,0.000122s,0.010833s
1641515165.570113361s,1641515165.581064216s,1641515165.581204824s,1641515165.570495974s,0.010951s,-0.010709s,0.000121s,0.010830s
1641515165.570774991s,1641515165.581725109s,1641515165.581862485s,1641515165.571157239s,0.010950s,-0.010705s,0.000122s,0.010828s
1641515165.571389641s,1641515165.582260243s,1641515165.582477266s,1641515165.571786212s,0.010870s,-0.010691s,0.000090s,0.010781s
1641515165.572048094s,1641515165.582997328s,1641515165.583140048s,1641515165.572424509s,0.010949s,-0.010716s,0.000117s,0.010832s
1641515165.572766027s,1641515165.583717037s,1641515165.583859149s,1641515165.573124733s,0.010951s,-0.010735s,0.000108s,0.010843s
1641515165.573359374s,1641515165.584235627s,1641515165.584421770s,1641515165.573637454s,0.010876s,-0.010784s,0.000046s,0.010830s
1641515165.573910012s,1641515165.584858984s,1641515165.584998696s,1641515165.574265333s,0.010949s,-0.010733s,0.000108s,0.010841s
1641515165.574531798s,1641515165.585477190s,1641515165.585616581s,1641515165.574905713s,0.010945s,-0.010711s,0.000117s,0.010828s
1641515165.575190459s,1641515165.586139971s,1641515165.586278594s,1641515165.575528644s,0.010949s,-0.010750s,0.000100s,0.010850s
1641515165.575815421s,1641515165.586703169s,1641515165.586978591s,1641515165.576273661s,0.010888s,-0.010705s,0.000091s,0.010796s
1641515165.576569033s,1641515165.587513309s,1641515165.587655197s,1641515165.576926489s,0.010944s,-0.010729s,0.000108s,0.010836s
1641515165.577153265s,1641515165.588111867s,1641515165.588255098s,1641515165.577550149s,0.010959s,-0.010705s,0.000127s,0.010832s
1641515165.577813801s,1641515165.588685112s,1641515165.588980087s,1641515165.578200425s,0.010871s,-0.010780s,0.000046s,0.010826s
1641515165.578497463s,1641515165.589382229s,1641515165.589727476s,1641515165.578958672s,0.010885s,-0.010769s,0.000058s,0.010827s
1641515165.579213938s,1641515165.590108882s,1641515165.590367249s,1641515165.579588478s,0.010895s,-0.010779s,0.000058s,0.010837s
1641515165.579796296s,1641515165.590691568s,1641515165.590927375s,1641515165.580222087s,0.010895s,-0.010705s,0.000095s,0.010800s
1641515165.580494489s,1641515165.591493549s,1641515165.591696780s,1641515165.581045388s,0.010999s,-0.010651s,0.000174s,0.010825s
1641515165.581272632s,1641515165.592267369s,1641515165.592552072s,1641515165.581891605s,0.010995s,-0.010661s,0.000167s,0.010828s
1641515165.582209477s,1641515165.593230917s,1641515165.593477060s,1641515165.582811731s,0.011021s,-0.010665s,0.000178s,0.010843s
1641515165.583117572s,1641515165.594060290s,1641515165.594510304s,1641515165.583830661s,0.010943s,-0.010680s,0.000131s,0.010811s
1641515165.584116710s,1641515165.595135293s,1641515165.595333245s,1641515165.584684535s,0.011019s,-0.010649s,0.000185s,0.010834s
1641515165.584989907s,1641515165.595964474s,1641515165.596106009s,1641515165.585407261s,0.010974s,-0.010699s,0.000138s,0.010837s
1641515165.585697997s,1641515165.596644279s,1641515165.596783607s,1641515165.586043525s,0.010946s,-0.010740s,0.000103s,0.010843s
1641515165.586251395s,1641515165.597127669s,1641515165.597323348s,1641515165.586559944s,0.010876s,-0.010763s,0.000056s,0.010820s
1641515165.586830054s,1641515165.597774130s,1641515165.597917266s,1641515165.587195896s,0.010944s,-0.010721s,0.000111s,0.010833s
1641515165.587460798s,1641515165.598379248s,1641515165.598641455s,1641515165.587920965s,0.010918s,-0.010720s,0.000099s,0.010819s
1641515165.588220920s,1641515165.599170733s,1641515165.599311340s,1641515165.588571137s,0.010950s,-0.010740s,0.000105s,0.010845s
1641515165.588805413s,1641515165.599674858s,1641515165.599964713s,1641515165.589179797s,0.010870s,-0.010785s,0.000042s,0.010827s
1641515165.589479596s,1641515165.600431655s,1641515165.600575975s,1641515165.589832833s,0.010952s,-0.010743s,0.000104s,0.010848s
1641515165.590104506s,1641515165.601065477s,1641515165.601207332s,1641515165.590456858s,0.010961s,-0.010750s,0.000105s,0.010856s
1641515165.590740354s,1641515165.601690594s,1641515165.601831905s,1641515165.591103436s,0.010950s,-0.010728s,0.000111s,0.010839s
1641515165.591400526s,1641515165.602349247s,1641515165.602498847s,1641515165.591743503s,0.010949s,-0.010755s,0.000097s,0.010852s
1641515165.592009759s,1641515165.602955133s,1641515165.603095740s,1641515165.592389768s,0.010945s,-0.010706s,0.000120s,0.010826s
1641515165.592664722s,1641515165.603614458s,1641515165.603758233s,1641515165.593012803s,0.010950s,-0.010746s,0.000102s,0.010848s
1641515165.593220100s,1641515165.604168760s,1641515165.604311607s,1641515165.593535211s,0.010949s,-0.010777s,0.000086s,0.010863s
1641515165.593758706s,1641515165.604627862s,1641515165.604825429s,1641515165.594090329s,0.010869s,-0.010735s,0.000067s,0.010802s
1641515165.594343824s,1641515165.605299955s,1641515165.605439154s,1641515165.594649352s,0.010956s,-0.010790s,0.000083s,0.010873s
1641515165.594866128s,1641515165.605813841s,1641515165.605955952s,1641515165.595165250s,0.010948s,-0.010791s,0.000079s,0.010869s
1641515165.595418745s,1641515165.606369934s,1641515165.606516942s,1641515165.595820004s,0.010951s,-0.010697s,0.000127s,0.010824s
1641515165.596111105s,1641515165.607057036s,1641515165.607201035s,1641515165.596423456s,0.010946s,-0.010778s,0.000084s,0.010862s
1641515165.596693515s,1641515165.607562122s,1641515165.607858472s,1641515165.597074044s,0.010869s,-0.010784s,0.000042s,0.010826s
1641515165.597341707s,1641515165.608211879s,1641515165.608515590s,1641515165.597799790s,0.010870s,-0.010716s,0.000077s,0.010793s
1641515165.598061828s,1641515165.609011011s,1641515165.609149795s,1641515165.598439805s,0.010949s,-0.010710s,0.000120s,0.010830s
1641515165.598703457s,1641515165.609576961s,1641515165.609771264s,1641515165.599068883s,0.010874s,-0.010702s,0.000086s,0.010788s
1641515165.599334774s,1641515165.610286238s,1641515165.610441469s,1641515165.599709262s,0.010952s,-0.010732s,0.000110s,0.010842s
1641515165.600002238s,1641515165.610880956s,1641515165.611214746s,1641515165.600446154s,0.010879s,-0.010768s,0.000055s,0.010823s
1641515165.600778298s,1641515165.611739064s,1641515165.611937303s,1641515165.601188359s,0.010961s,-0.010749s,0.000106s,0.010855s
1641515165.601420292s,1641515165.612405525s,1641515165.612604340s,1641515165.601919887s,0.010985s,-0.010684s,0.000150s,0.010835s
1641515165.602180310s,1641515165.613148178s,1641515165.613357265s,1641515165.602646571s,0.010968s,-0.010711s,0.000129s,0.010839s
1641515165.602874857s,1641515165.613866991s,1641515165.614080206s,1641515165.603389400s,0.010992s,-0.010691s,0.000151s,0.010841s
1641515165.603609197s,1641515165.614601612s,1641515165.614817259s,1641515165.604124626s,0.010993s,-0.010693s,0.000150s,0.010843s
1641515165.604417966s,1641515165.615406985s,1641515165.615749607s,1641515165.605062148s,0.010989s,-0.010687s,0.000151s,0.010838s
1641515165.605278299s,1641515165.616296101s,1641515165.616489604s,1641515165.605800551s,0.011018s,-0.010689s,0.000164s,0.010853s
1641515165.606038838s,1641515165.616981602s,1641515165.617164929s,1641515165.606506453s,0.010943s,-0.010659s,0.000142s,0.010801s
1641515165.606740625s,1641515165.617649375s,1641515165.617779711s,1641515165.607032663s,0.010909s,-0.010747s,0.000081s,0.010828s
1641515165.607284388s,1641515165.618149821s,1641515165.618444700s,1641515165.607665230s,0.010865s,-0.010779s,0.000043s,0.010822s
1641515165.607958622s,1641515165.618904506s,1641515165.619048506s,1641515165.608289672s,0.010946s,-0.010759s,0.000094s,0.010852s
1641515165.608575616s,1641515165.619464984s,1641515165.619764151s,1641515165.609050366s,0.010889s,-0.010714s,0.000088s,0.010802s
1641515165.609322925s,1641515165.620272916s,1641515165.620412660s,1641515165.609652464s,0.010950s,-0.010760s,0.000095s,0.010855s
1641515165.609930283s,1641515165.620879410s,1641515165.621018833s,1641515165.610312167s,0.010949s,-0.010707s,0.000121s,0.010828s
1641515165.610673582s,1641515165.621625007s,1641515165.621872814s,1641515165.611138176s,0.010951s,-0.010735s,0.000108s,0.010843s
1641515165.611377452s,1641515165.622333036s,1641515165.622482219s,1641515165.611773399s,0.010956s,-0.010709s,0.000123s,0.010832s
1641515165.612062677s,1641515165.623007241s,1641515165.623149864s,1641515165.612407112s,0.010945s,-0.010743s,0.000101s,0.010844s
1641515165.612654618s,1641515165.623533863s,1641515165.623723494s,1641515165.612936239s,0.010879s,-0.010787s,0.000046s,0.010833s
1641515165.613120878s,1641515165.624010469s,1641515165.624190436s,1641515165.613472449s,0.010890s,-0.010718s,0.000086s,0.010804s
1641515165.613697298s,1641515165.624646882s,1641515165.624788258s,1641515165.614000274s,0.010950s,-0.010788s,0.000081s,0.010869s
1641515165.614274187s,1641515165.625223648s,1641515165.625363135s,1641515165.614603986s,0.010949s,-0.010759s,0.000095s,0.010854s
1641515165.614876388s,1641515165.625826109s,1641515165.625969149s,1641515165.615246293s,0.010950s,-0.010723s,0.000113s,0.010836s
1641515165.615469527s,1641515165.626418811s,1641515165.626568506s,1641515165.615782243s,0.010949s,-0.010786s,0.000082s,0.010868s
1641515165.616028082s,1641515165.626898873s,1641515165.627092280s,1641515165.616312516s,0.010871s,-0.010780s,0.000045s,0.010825s
1641515165.616566376s,1641515165.627517942s,1641515165.627659286s,1641515165.616883779s,0.010952s,-0.010776s,0.000088s,0.010864s
1641515165.617157483s,1641515165.628107124s,1641515165.628246419s,1641515165.617516398s,0.010950s,-0.010730s,0.000110s,0.010840s
1641515165.617800936s,1641515165.628752817s,1641515165.628893392s,1641515165.618145840s,0.010952s,-0.010747s,0.000102s,0.010850s
1641515165.618433555s,1641515165.629323759s,1641515165.629594542s,1641515165.618891587s,0.010890s,-0.010703s,0.000094s,0.010797s
